0 140 520
1 180 140
2 170 110
3 140 100
4 140 100
5 130 90
6 140 100
7 220 100
8 160 150
9 170 100
10 130 90
11 140 100
12 200 100
13 150 100
14 150 90
15 150 90
16 150 90
17 160 110
18 160 100
19 160 90
20 150 100
21 150 100
22 180 100
23 170 100
24 170 90
25 190 90
26 190 100
27 170 100
28 230 110
29 180 100
30 190 100
31 180 100
32 220 100
33 190 100
34 170 100
35 190 100
36 180 90
37 180 100
38 200 90
39 180 100
40 180 90
41 180 100
42 190 100
43 180 100
44 170 100
45 220 110
46 200 100
47 190 90
48 180 100
49 200 90
50 200 100
51 210 100
52 200 100
53 210 110
54 200 100
55 170 100
56 250 100
57 200 100
58 200 100
59 1460 90
60 210 100
61 180 90
62 230 110
63 190 100
64 200 90
65 200 90
66 180 90
67 180 90
68 1470 90
69 200 90
70 200 100
71 200 90
72 210 100
73 220 90
74 270 110
75 380 110
76 1660 100
77 350 110
78 280 100
79 240 100
80 230 100
81 240 100
82 260 100
83 220 100
84 220 110
85 1430 110
86 230 100
87 340 110
88 230 90
89 230 100
90 220 100
91 220 90
92 280 100
93 260 110
94 230 90
95 240 100
96 230 100
97 240 90
98 250 100
99 240 90
100 240 90
101 230 90
102 240 100
103 250 100
104 250 90
105 300 100
106 310 110
107 260 100
108 320 110
109 280 110
110 250 100
111 260 100
112 260 90
113 420 100
114 390 110
115 330 110
116 430 130
117 380 110
118 690 100
119 370 100
120 280 100
121 260 90
122 260 80
123 260 100
124 260 100
125 250 90
126 290 90
127 260 90
128 250 90
129 260 80
130 250 90
131 260 90
132 270 90
133 260 100
134 270 90
135 270 90
136 260 90
137 280 90
138 260 90
139 280 90
140 270 90
141 270 90
142 280 90
143 280 100
144 290 90
145 290 100
146 340 120
147 290 90
148 310 110
149 300 110
150 320 1410
151 300 100
152 280 90
153 290 90
154 280 90
155 300 100
156 270 90
157 290 90
158 290 90
159 290 90
160 290 100
161 300 100
162 290 90
163 300 90
164 300 90
165 310 90
166 300 90
167 300 90
168 290 100
169 300 90
170 290 90
171 320 90
172 310 90
173 340 90
174 320 90
175 300 100
176 1890 100
177 440 110
178 330 100
179 330 90
180 340 90
181 300 100
182 300 90
183 300 90
184 310 90
185 320 90
186 350 100
187 340 90
188 330 90
189 310 90
190 340 100
191 430 120
192 450 110
193 370 110
194 340 130
195 510 110
196 350 100
197 360 100
198 350 90
199 330 100
200 340 100
201 340 100
202 380 100
203 450 110
204 360 100
205 400 100
206 350 100
207 380 90
208 380 90
209 340 100
210 410 110
211 1170 110
212 590 120
213 1890 110
214 370 100
215 2930 110
216 360 100
217 420 100
218 360 90
219 360 90
220 1730 110
221 410 110
222 420 100
223 350 90
224 350 90
225 360 100
226 400 100
227 1850 110
228 390 100
229 380 90
230 370 100
231 400 110
232 360 90
233 360 100
234 390 100
235 420 110
236 390 100
237 380 100
238 380 100
239 490 100
240 400 100
241 430 110
242 410 100
243 390 100
244 390 100
245 390 100
246 390 110
247 990 100
248 390 100
249 410 100
250 410 100
251 390 100
252 410 100
253 400 100
254 410 110
255 390 90
256 550 120
257 430 100
258 420 100
259 420 110
260 410 100
261 410 100
262 410 100
263 400 100
264 390 100
265 420 100
266 430 100
267 440 110
268 450 110
269 430 100
270 430 110
271 1420 100
272 430 100
273 1060 90
274 410 90
275 420 110
276 430 100
277 420 100
278 440 100
279 420 100
280 430 110
281 430 110
282 430 110
283 450 100
284 450 100
285 410 100
286 430 110
287 440 100
288 440 110
289 450 100
290 450 100
291 1060 100
292 440 90
293 440 100
294 450 100
295 460 110
296 450 100
297 460 100
298 470 100
299 470 110
300 450 100
301 440 100
302 450 110
303 450 100
304 460 100
305 470 100
306 450 100
307 460 100
308 460 100
309 470 100
310 460 100
311 470 100
312 470 100
313 470 100
314 490 100
315 490 100
316 500 100
317 480 100
318 470 110
319 500 100
320 460 100
321 470 100
322 490 100
323 1210 100
324 490 100
325 500 100
326 510 100
327 480 100
328 490 100
329 500 100
330 490 100
331 480 100
332 490 100
333 490 100
334 1120 100
335 1140 90
336 1110 100
337 1130 100
338 520 100
339 530 100
340 520 100
341 490 100
342 500 100
343 520 110
344 520 110
345 530 100
346 530 100
347 530 110
348 500 100
349 510 100
350 520 100
351 530 110
352 510 110
353 520 110
354 530 100
355 530 110
356 1150 100
357 560 110
358 540 100
359 1060 100
360 540 100
361 520 90
362 510 100
363 530 100
364 530 100
365 520 100
366 530 100
367 550 110
368 560 100
369 530 100
370 540 110
371 550 100
372 530 110
373 520 100
374 530 100
375 550 110
376 530 100
377 540 110
378 540 100
379 530 100
